,Name,AddressLine1,AddressLine2,AddressLine3,City,State,ZipCode,DesignatorCode,CertificateHoldingOffice,CertificateNumber,AccessoryRatingClass1,AccessoryRatingClass2,AccessoryRatingClass3,AccessoryRatingLimited,AirframeRatingClass1,AirframeRatingClass2,AirframeRatingClass3,AirframeRatingClass4,AirframeRatingLimited,InstrumentRatingClass1,InstrumentRatingClass2,InstrumentRatingClass3,InstrumentRatingClass4,InstrumentRatingLimited,PowerplantRatingClass1,PowerplantRatingClass2,PowerplantRatingClass3,PowerplantRatingLimited,PropellerRating1,PropellerRating2,PropellerRatingLimited,RadioRatingClass1,RadioRatingClass2,RadioRatingClass3,RadioRatingLimited,LimitedRatingEquipment,LimitedRatingAircraftFabric,LimitedRatingNonDestructiveTst,LimitedRatingFloats,LimitedRatingSpecializedServic,LimitedRatingRotorBlades,LimitedRatingLandingGear,Status,Original_Issue_Date,EASA_Certificate_Number,EASA_Expiration_Date,Certificated_Mechanics,Repairmen,Non_Certificated,Total_Employees
749,5280 AVIATION SALES LLC                           ,20368 E. Briarwood Ave.            ,                                   ,                                   ,Centennial            ,CO,80016,7AKR,NM03,7AKR665D,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 19-DEC-2019, , , 1, 0, 2, 3
750,AIR CAPITAL NDI LLC                               ,4015 W. May Street                 ,                                   ,                                   ,Wichita               ,KS,67209,7ANR,CE07,7ANR504B,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 11-SEP-2009, , , 0, 2, 0, 5
751,AIR SPRAY AVIATION SERVICES USA                   ,77 PIPER AVENUE                    ,                                   ,                                   ,CHICO                 ,CA,95973,7AQR,WP25,7AQR696N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 18-DEC-2014, , , 11, 1, 7, 22
752,AIRCRAFT COVERS UNLIMITED INC                     ,2413 S. Laura                      ,                                   ,                                   ,WICHITA               ,KS,67216,7AUR,CE07,7AUR454B,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 19-JAN-2010, , , 4, 0, 2, 8
753,AMS AVIONICS INC                                  ,"9504 W, AIRPORT DRIVE              ",                                   ,                                   ,VISALIA               ,CA,93277,7AXR,WP17,7AXR408B,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 30-APR-2009, , , 1, 1, 0, 3
754,AVTECH SERVICES LLC                               ,1887 South 1800 West               ,                                   ,                                   ,WOODS CROSS           ,UT,84087,7AYR,NM07,7AYR463B,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 5-OCT-2009, , , 0, 2, 0, 4
755,THE BALLOONSMITH                                  ,5520 Howard Road                   ,                                   ,                                   ,Delaware              ,OH,43015,7B5R,GL07,7B5R144D,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 11-OCT-2017, , , 0, 1, 0, 1
756,BFTC REPAIR STATION                               ,"1530 South Tyler Road, Wichita, KS ","4615 South Oliver, Wichita, KS     ",                                   ,WICHITA               ,KS,67226,7BMR,CE07,7BMR013C,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 29-MAY-2014, , , 63, 1, 91, 155
757,BEAVER AVIONICS INC                               ,Red Bluff Municipal Airport (KRBL) ,1550 Airport BLVD                  ,                                   ,Red Bluff             ,CA,96080,7BVR,WP25,7BVR135D,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 8-DEC-2017, , , 3, 1, 2, 8
758,CHARIOT AEROSPACE MATERIALS INC                   ,3778 SW 30th Avenue                ,                                   ,                                   ,Ft. Lauderdale        ,FL,33312,7C0R,SO19,7C0R251D,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 13-FEB-2018,  6818        ,  15-MAY-2020, 0, 3, 0, 3
759,CUSTOM AIRCRAFT INC                               ,821 E Aircraft Rd                  ,                                   ,                                   ,Palmer                ,AK,99645,7C4R,AL03,7C4R318D,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 20-MAR-2019, , , 4, 0, 0, 5
760,CARGO REPAIR LLC                                  ,2520 Ridgemar Court                ,                                   ,                                   ,LOUISVILLE            ,KY,40299,7CGR,CE17,7CGR879B,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 16-MAY-2012,  6424        ,  23-JUL-2020, 4, 2, 4, 10
761,CONTINENTAL AEROSPACE TECHNOLOGIES INC            ,8600 County Road 32                ,                                   ,                                   ,Fairhope              ,AL,36532,7CMR,SO09,7CMR626C,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N, ACTIVE            , 23-SEP-2015, , , 2, 4, 0, 9
762,COULSON AVIATION (USA) INC                        ,655 SOUTH ROCK BLVD.               ,                                   ,                                   ,RENO                  ,NV,89502,7CUR,WP19,7CUR207C, , , , , , , , ,Y, , , , , , , , ,Y, , ,Y, , , , , , , , , , , , ACTIVE            , 30-APR-2014, , , 45, 0, 10, 55
763,CAV ICE PROTECTION INC                            ,30 LEAWOOD DRIVE                   ,                                   ,                                   ,NEW CENTURY           ,KS,66031,7CVR,CE05,7CVR523B,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 26-MAY-2010, , , 2, 1, 0, 13
764,COX AIRPARTS LLC                                  ,3707 W 30TH STREET S               ,                                   ,                                   ,WICHITA               ,KS,67217,7CXR,CE07,7CXR376B,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 7-AUG-2009, , , 1, 1, 1, 3
765,GE AVIATION SYSTEMS LLC                           ,6800 Poe Avenue                    ,                                   ,                                   ,Dayton                ,OH,45414,7D1R,GL05,7D1R355D,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 28-JAN-2020, , , 0, 5, 2, 10
766,DELTA FLIGHT PRODUCTS LLC                         ,"3980 Tradeport Blvd, Building 1200 ",                                   ,                                   ,Atlanta               ,GA,30354,7D3R,SO11,7D3R670D,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 1-NOV-2019, , , 0, 2, 0, 5
767,THOM DUNCAN AVIONICS                              ,37 Airport Rd                      ,                                   ,                                   ,Fayetteville          ,TN,37334,7D8R,CE19,7D8R648D,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 2-DEC-2019, , , 2, 0, 0, 2
768,BURRANA INC                                       ,"743 West 1200 North, Suite 100     ",                                   ,                                   ,SPRINGVILLE           ,UT,84663,7DGR,NM07,7DGR937B,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 15-FEB-2012,  6408        ,  15-MAY-2022, 0, 1, 0, 7
769,D-J ENGINEERING INC                               ,1002 INDUSTRIAL                    ,                                   ,                                   ,AUGUSTA               ,KS,67010,7DJR,CE07,7DJR439B,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,Y, ACTIVE            , 16-JUL-2009,  6255        ,  1-FEB-2022, 2, 0, 0, 4
770,DPI LABS INC.                                     ,1350 Arrow Hwy                     ,                                   ,                                   ,La Verne              ,CA,91750,7DPR,WP23,7DPR851C,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 5-JAN-2017,  6854        ,  14-DEC-2020, 0, 6, 0, 28
771,EAGLE AVIONICS                                    ,0571 Airport Road                  ,                                   ,                                   ,Gypsum                ,CO,81637,7EGR,NM03,7EGR459D,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 27-NOV-2018, , , 1, 1, 0, 1
772,ELITE AIR INTERIORS                               ,3868 Bazley Way                    ,Hanger #7040                       ,                                   ,MATHER                ,CA,95655,7EIR,WP25,7EIR562B,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 22-OCT-2010, , , 0, 3, 0, 4
773,ERIC'S LEADING EDGE INC                           ,4196 SOUTH AIRPORT PARKWAY #2D     ,                                   ,                                   ,ST. GEORGE____________,UT,84790,7ELR,NM07,7ELR729B,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 11-JAN-2011, , , 1, 3, 0, 3
774,PRO POLISH LLC                                    ,"2761 West Oxford Avenue, Unit 1    ",                                   ,                                   ,Englewood             ,CO,80112,7F6R,NM03,7F6R102D,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 7-JUN-2017,  INIT        , , 1, 2, 1, 4
775,FAULKNER'S AIR SHOP INC                           ,2302 S. WATER ST.                  ,                                   ,                                   ,BURNET                ,TX,78611,7FKR,SW17,7FKR770B,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 3-OCT-2011, , , 1, 0, 0, 2
776,PRATT & WHITNEY WEST PALM BEACH ENGINE CENTER     ,17900 BEE LINE HWY                 ,                                   ,                                   ,JUPITER               ,FL,33478,7FRR,SO19,7FRR576C,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 10-AUG-2016,  6699        ,  12-JUL-2020, 115, 5, 120, 212
777,DUMONT AIRCRAFT MAINTENANCE LLC                   ,13013 Wildcat Way N                ,                                   ,                                   ,Burleson              ,TX,76028,7FWR,SW19,7FWR170D,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 21-MAY-2018,  6853        ,  14-DEC-2020, 7, 0, 11, 19
778,GLOBAL PARTS AERO SERVICES INC                    ,914 INDUSTRIAL ROAD                ,                                   ,                                   ,AUGUSTA               ,KS,67010,7GER,CE07,7GER014N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 7-SEP-2012,  6459        ,  23-JAN-2021, 4, 1, 3, 10
779,G AND H AEROSPACE INC                             ,9096 East Bahia Dr                 ,Building A - Suite 102             ,                                   ,SCOTTSDALE            ,AZ,85260,7GHR,WP07,7GHR302B,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 25-AUG-2009, , , 1, 1, 0, 3
780,TEXTRON AVIATION INC                              ,1643 S MAIZE RD                    ,                                   ,                                   ,WICHITA               ,KS,67209,7GOR,CE07,7GOR641C,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 22-MAY-2015, , , 1, 6, 72, 85
781,GLOBAL SUPERTANER SERVICES                        ,615 Wooten Road                    ,"Suite 150, Unit #6                 ",                                   ,Colorado Springs      ,CO,80915,7GSR,NM03,7GSR084O,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 13-APR-2017, , , 4, 0, 0, 4
782,"GLOBAL AVIATION TECHNOLOGIES, LLC                 ",6545 W. Pueblo Ct.                 ,                                   ,                                   ,WICHITA               ,KS,67209,7GTR,CE07,7GTR271C,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 30-JUN-2015,  6751        ,  28-APR-2021, 5, 4, 1, 13
783,ACE AERONAUTICS LLC                               ,Guntersville Muncipal Airport (8A1),105 Buck Island Road               ,                                   ,Guntersville          ,AL,35976,7GVR,SO09,7GVR112D,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 24-AUG-2017, , , 4, 1, 17, 22
784,GREYSTONES AVIATION WORLDWIDE INC                 ,"23465 ROCK HAVEN WAY, SUITE 115    ",                                   ,                                   ,DULLES                ,VA,20166,7GWR,EA27,7GWR686B,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 6-OCT-2010,  6568        ,  1-OCT-2020, 0, 1, 1, 5
785,HYFAST AEROSPACE                                  ,12313 PLAZA DR                     ,                                   ,                                   ,PARMA                 ,OH,44130,7HAR,GL25,7HAR429C,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 23-JUN-2015, , , 2, 0, 0, 4
786,702 HELICOPTER INC                                ,2634 Airport Drive                 ,Suite 101                          ,                                   ,North Las Vegas       ,NV,89032,7HER,WP19,7HER154C,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 25-OCT-2016, , , 2, 1, 1, 4
787,AERIAL AVIONICS                                   ,120 Olmsted Way                    ,                                   ,                                   ,Monterey              ,CA,93940,7IAR,WP15,7IAR379B,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 30-APR-2009, , , 1, 1, 2, 5
788,BAKER AVIONICS LLC                                ,800 Brookside Blvd.                ,                                   ,                                   ,Grants Pass           ,OR,97526,7IER,NM09,7IER634D,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 29-AUG-2019, , , 1, 1, 1, 2
789,COURTNEY AVIATION INC                             ,22363 S. AIRPORT ROAD              ,                                   ,                                   ,Sonora                ,CA,95370,7INR,WP17,7INR751B,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N, ACTIVE            , 14-FEB-2011, , , 1, 1, 0, 3
790,IPECO INC                                         ,8974 W MONROE CIRCLE               ,                                   ,                                   ,WICHITA               ,KS,67209,7IPR,CE07,7IPR374C,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 27-OCT-2016,  6759        ,  9-JUN-2021, 0, 4, 10, 20
791,IN-SPEC TECHNOLOGIES INC                          ,10550 INDUSTRIAL DR                ,                                   ,                                   ,HOLLAND               ,OH,43528,7ISR,GL25,7ISR488C,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 30-JUN-2016, , , 1, 0, 0, 1
792,SEATSOURCE LLC                                    ,293 Seven Creeks Dr                ,                                   ,                                   ,Stokesdale            ,NC,27357,7JMR,EA39,7JMR556C,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 11-FEB-2016, , , 0, 1, 0, 1
793,TAMARACK AEROSPACE GROUP INC                      ,2021 Industrial Drive              ,                                   ,                                   ,Sandpoint             ,ID,83864,7KVR,NM13,7KVR382D,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 18-SEP-2018, , , 3, 0, 7, 10
794,VERTEX AEROSPACE LLC                              ,C-12 MOD CENTER                    ,8970 HANGAR RD.                    ,                                   ,SAN ANGELO            ,TX,76904,7L3R,SW13,7L3R262B,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 16-SEP-2008, , , 19, 7, 2, 28
795,LEADING EDGE COMPOSITES INC                       ,645 Sands Court                    ,Suite 101                          ,                                   ,Coatesville           ,PA,19320,7LER,EA17,7LER602B,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 20-JUL-2010, , , 1, 3, 26, 32
796,WILLIS LEASE FINANCE CORPORATION                  ,4700 Lyons Technology Parkway      ,                                   ,                                   ,Coconut Creek         ,FL,33073,7LLR,SO19,7LLR579D,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 23-MAY-2019,  6883        ,  16-JUL-2021, 7, 0, 0, 52
797,"LOYD'S AIRCRAFT MAINTENANCE, INC.                 ",1601 Skyway Drive                  ,Suite 100                          ,                                   ,Bakersfield           ,CA,93308,7LOR,WP17,7LOR165C,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 29-MAR-2017, , , 4, 2, 0, 8
798,LINCOLN SKYWAYS INC                               ,1850 FLIGHTLINE DRIVE              ,                                   ,                                   ,LINCOLN               ,CA,95648,7LSR,WP25,7LSR681C,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 23-JUN-2015, , , 1, 2, 0, 4
799,TELFORD AVIATION INC                              ,"18539 Henson Boulevard, Suite 110  ",                                   ,                                   ,Hagerstown            ,MD,21742,7LVR,EA07,7LVR374D,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 30-OCT-2019, , , 2, 0, 0, 4
800,SUN VALLEY AVIATION INC                           ,1 Lodestar Ave.                    ,                                   ,                                   ,Harlingen             ,TX,78550,7MBR,SW17,7MBR787C,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 30-AUG-2016, , , 4, 1, 4, 11
801,MILLENNIUM CONCEPTS INC                           ,9050 W MONROE CIRCLE               ,SUITE 300                          ,                                   ,WICHITA               ,KS,67209,7MCR,CE07,7MCR619B,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 18-MAY-2015, , , 0, 1, 0, 8
802,MERRILL CORPORATION                               ,"BLDG. Z-15, FREEPORT CENTER        ",P.O. BOX 160135                    ,                                   ,CLEARFIELD            ,UT,84016,7MSR,NM07,7MSR516B,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 19-AUG-2011, , , 0, 1, 1, 3
803,MODERN AVIONICS AND MAINTENANCE INC               ,2000 Harrington Memorial Road.     ,Hangar 528                         ,                                   ,Mansfield             ,OH,44903,7MVR,GL25,7MVR170C,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 8-APR-2013, , , 2, 0, 1, 3
804,TAE USA INC                                       ,10737 Ambassador Dr.               ,                                   ,                                   ,Kansas City           ,MO,64153,7N3R,CE05,7N3R565D,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 6-FEB-2019,  6875        ,  20-MAY-2021, 0, 3, 1, 7
805,COBRA KAI FLIGHT SERVICES LLC                     ,4515 Old Jacksboro Hwy             ,                                   ,                                   ,Wichita Falls         ,TX,76302,7OBR,SW13,7OBR458D,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 4-OCT-2018, , , 4, 1, 1, 7
806,ROLLS-ROYCE CORPORATION                           ,2135 Hoffman Road                  ,                                   ,                                   ,Indianapolis          ,IN,46241,7ORR,GL11,7ORR709D,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 19-DEC-2019,  6169        ,  1-FEB-2021, 58, 3, 11, 82
807,ON THE BEAM AVIATION INC                          ,552 Speedway Blvd                  ,                                   ,                                   ,Hampton               ,GA,30228,7OTR,SO11,7OTR713C,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N, ACTIVE            , 10-JUN-2015, , , 3, 1, 2, 6
808,AEROREPAIR SOUTH LLC                              ,2145 SOUTH 11TH AVE                ,SUITE 160                          ,                                   ,PHOENIX               ,AZ,85007,7OVR,WP07,7OVR008C,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 30-OCT-2012,  6656        ,  10-SEP-2021, 1, 2, 4, 9
809,PREMIER METAL PLATING LLC                         ,2103 BLANCO Road.                  ,                                   ,                                   ,SAN ANTONIO           ,TX,78212,7PLR,SW17,7PLR591B,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 25-MAY-2011,  6732        ,  11-DEC-2018, 1, 3, 4, 8
810,PREMIER AVIONICS LLC                              ,4424 Altitude Drive                ,                                   ,                                   ,FORT WAYNE            ,IN,46809,7PMR,GL11,7PMR634B,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 28-OCT-2010, , , 5, 4, 2, 12
811,"JET YARD, LLC                                     ",25233 E Pinal Airpark Road         ,Ste 101                            ,                                   ,Marana                ,AZ,85653,7QAR,WP07,7QAR515C,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 25-APR-2016, , , 7, 0, 7, 19
